,청원시작일,청원종료일,참여인원,카테고리,제목,청원내용
160960,2018-04-13,2018-05-13,135212,기타,"대한항공 개인회사의 ""대한"" , 영문명 ""korean air"" 의 명칭 사용금지 요청","대한항공은 1969년 3월 민영화되어  운영되고 있는 민간 사기업입니다. 더군다나 오너 일가의 막가한 경영권과 지배구조의 틀을 갖고 운영되는 형태를 갖고 있습니다. 이는 개인회사라고 칭해도 무리가 없을 정도입니다. 그런데  ""대한항공"" , 영문명 ""korean air""와 같이 대한민국을 표현하는 표기법으로 회사를 운영하고 있습니다.\n심지어는 로고도 태극문양을 사용하고 있습니다.\n해당 단어와 로고는 회사의 브랜드 가치를 따지기 이전에 국가 브랜드임을 잊어서는 안될 것 입니다.\n우리 대한민국은 국가를 대표하는 부분에 대한,국가,korea의 단어를 쓰게 됩니다.\n그럼에도 불구하고 오너 일가의 갑질 폭력이 수시로 일어나고 사회 이슈가 되고 있는 개인기업 때문에 해당 뉴스를 접하게 되는 외국인들이 대한민국의 이미지를 그와 같다라고 인식될 수 있는 소지가 너무나 큽니다.\n이에, 개인 기업의 브랜드 가치보다는 국가의 이미지 타격이 심각한 바 해당 단어와 태극문양의 로고를 사용하지 못하게 행정조치를 요구합니다."
161390,2018-04-14,2018-05-14,19905,인권/성평등,대한항공 명칭변경 및 경영관련 내부조사 요구,대한항공은 “땅콩 회항”사건 이후에도 다시금 “물컵” 논란에 휩싸였습니다. 최근 동생 조현민이 “억울하면 금수저로 태어나지 그랬냐”며 임직원에게 물컵을 던지는 등의 인격모독과 같은 만행을 삼았습니다.\n대한항공의 대한은 KOREAN으로 우리나라를 대표하는 명칭입니다. 하지만 우리나라의 명성을 저하시키는 행동을 하는 업체에게 더 이상 이 명칭을 사용하지 못하도록 개혁되어져야 한다고 생각합니다.\n이에 따라 대한항공의 명칭 변경 고려 및 경영관련 철저한 내부 조사 부탁드립니다.
161851,2018-04-14,2018-05-14,236714,문화/예술/체육/언론,티비 조선의  종편 허가 취소 청원,"과거부터 현재진행형으로 허위, 과장, 날조 보도를 일삼고\n국민의 알권리를 호도하는 티비조선의 종편  퇴출을 청원합니다.\n이념을 떠나 사실에 근거하지도 않은 뉴스를 생산  유통하는 방송사가 더이상 존재해서는 안됩니다."
161950,2018-04-15,2018-05-15,216163,기타,어른들에게 성적 학대와 조롱을 당하고 있는 아이들을 구해주세요.,"4월 1일 새벽 2시 경, 구글 서칭 중 불법 야동 사이트(https://y*****)가 팝업으로 떴습니다. 호기심에 스크롤을 내렸던 저는 7살 딸과 매일 밤 성관계를 한다는 글을 발견했고, 스스로를 7살 여자아이 아빠라고 지칭하는 글 작성자는 아이의 엄마가 외출을 할 때 마다 아이와 성관계를 가진다며 아이의 성기에 본인 성기를 들이민 사진을 인증사진으로 올렸었습니다.\n30여 개의 댓글들에는 딸을 키우려고 하는 이유가 있다며, 아빠 몸보신 시켜준다며, 본인도 동참 시켜달라는 내용들이 있었고, 저는 너무 놀라서 PDF를 따고 사이버수사대에 신고글을 작성했습니다.\n4월 12일 점심 쯤, 경찰서에서 전화가 왔습니다만, 경찰관의 미적지근한 대응과 아동 성범죄 가해자를 찾기 어려울 것이라는 대답을 듣고 이 일을 크게 만들어 경찰청이 사회의 눈치를 보며 일을 더 꼼꼼히 처리하도록 해야겠다는 결심을 했습니다.\nhttp://m.pann.nate.com/talk/341704596\n그래서 제가 접근할 수 있는 인터넷 사이트 중 가장 화제성이 좋은 네이트판에 위 글을 작성하였고, 얼마 지나지않아\nhttp://m.pann.nate.com/talk/341708141?&currMenu=&vPage=1ℴ=B&stndDt=&q=&gb=&rankingType=total&page=1\n다른 분께서 위와 같은 글 또한 작성 해주셨습니다. 어른들의 더러운 욕망에 희생되는 아이들이 한둘이 아니었던 겁니다.\n지금 이 순간에도 저들은 본인의 아이일지도, 혹은 아예 모르는 아이일지도 모르는 사진들을 올려놓은 채 ""따먹고싶다"" 혹은 ""싸주고싶다""는 댓글로 히히덕거리며 아이들을 성적으로 소비하고 있습니다.\n현재 저는 국민 신문고에도 도움을 요청하는 글을 작성하여 수사관이 배치되고 연락이 오기를 기다리고 있지만, 그 때 까지 아이에게 무슨 일이 생길지 알 수 없어서 국민청원 글까지 작성하게 되었습니다.\n어른들의 욕망에 희생되는 아이들을 보호 해주시고, https://y***** 이 사이트의 서버를 복구시켜 삭제된 글을 찾아내 딸을 성폭행 한다는 아빠로부터 아이를 보호 해주세요. 그리고 댓글로 동조하여 아이들을 성적으로 소비한 이들을 처벌 해주세요."
163363,2018-04-16,2018-05-16,260624,정치개혁,선관위의 위법사항 내용에 따른 국회의원 전원 위법사실 여부 전수조사를 청원합니다.,"이미 청와대가 선관위에 질의사항으로 접수한\n김기식 금융감독원장의 정치자금법 위반 (외유성 해외출장, 정치자금법 위반 등) 에 관련된\n총 4가지 논란의 적법성 여부를 따지도록 했습니다.\n금일 (2018년 4월 16일) 선관위는 해당 내용에 대해 위법이라는 판단을 내렸습니다.\n이에 국민의 한사람으로, 정치자금법 위반행위를 저지른 것으로 확인되는 전/현직 국회의원 전체에 대한\n위법성 관련 전수조사를 청원하는 바입니다.\n그리고 위법으로 판단이 내려지는 국회의원 전원에 대한 형사 처벌 및\n위법적으로 사용된 세금환수를 요청하는 바입니다."
163494,2018-04-16,2018-05-16,64892,행정,선관위의 직무 유기에 대한 조사 및 감사 요청,"선관위는 2017년 1월 말 김 전 원장 측으로부터 셀프 후원 등의 내역이 포함된 회계보고서를 제출받았으나, 당시에는 아무런 조치를 하지 않았다.\n선관위가 당시 더좋은미래에 대한 김 전 원장의 후원이 위법하지 않았다고 결론 내렸다가 이번에 뒤집은 것이 아니라 애초 회계보고서 검토를 제대로 하지 못했다는 것이 선관위 측이 설명이다.\n선관위 관계자는 이날 연합뉴스와의 통화에서 ""자료가 워낙 많다 보니 김 전 원장의 문제를 확인하지 못한 것 같다""며 ""실수를 했다고 볼 수 있다""고 말했다.\n-----\n이런 식으로 해이하게 운영되는 기관에 선거 행정을 맡겨도 되는 건지 의문이 듭니다.\n'그때는 맞고 지금은 틀리다'도,\n'실수로 검토하지 못했다'도, 변명이 되지 못합니다.\n선관위의 직무유기성 '실수'에 대한 조사 및 감사를 요청합니다."
163962,2018-04-17,2018-05-17,24097,일자리,IT서비스업 52시간 특례지정을 반대합니다,IT서비스 협회의 52시간  제외 특례지정 요청에 반대합니다.\nIT업무의 특성은 철저하에 사업주의 관점입니다.\n불필요한 작업을 줄이며 불공정한 계약을 개선함으로써\n충분히 대응할 수 있습니다.\n지금도 우리은행 차세대와 같은 사업에서 업계 근로자들은 착취를 당하고 있습니다. 이 모든게 단가 후려치기와 비용절감이란 이름으로 이뤄지고 있습니다.\n이미 IT 업계의 노동자들은 범테두리 밖에서 충분함 보호를 받지 못하는 현실에서 회사측의 특례 업종 지정에 신청을 반대하니다.
164274,2018-04-17,2018-05-17,302082,행정,다산신도시 실버택배 비용은 입주민들의 관리비로 충당해야합니다.,"다산신도시 입주민들이 택배원 대상으로 갑질을 저질러 사회적으로 큰 물의를 빚은 바 있습니다.\n그런데 이 과정에서 실버택배 기사를 도입하고, 관련 비용을 보건복지부와 지방자치단체에서 지원한다고 합니다.\n상식적으로 이해가 가지 않는 처리입니다. 택배라는 것은 개인이 사적으로 구매하는 물건을 배달받는 서비스입니다. 여기에 공적 비용이 투입되어야 할 이유가 없습니다. 우편이라면 납득할 수 있으나 택배 서비스는 공공서비스가 아니므로 국가가 책임질 영역이 아닙니다. 더군다나 다산신도시 입주자들이 택배 차량의 진입을 막은 것은 어떠한 불가항력이 작용한 것이 아니고 오로지 주민들의 이기심과 갑질로 인한 것입니다. 누구도 다산신도시 입주민들에게 차량 진입을 막으라고 강요하지 않았습니다.\n실버택배 기사 관련 비용은 전액 다산신도시 입주민들의 관리비용으로 충당해야하며, 공적 자금이 단 1원이라도 투입되서는 안됩니다. 이 조치의 즉각적인 철회를 청원합니다."
164286,2018-04-17,2018-05-17,11870,교통/건축/국토,청정지역 가평군 청평면에 신천지 박물관이 웬 말입니까?,"2틀전 신천지 박물관 관련해서 청원글이 올라왔었는데 무슨 이유에서인지 글이 지워지는 바람에 다시 올립니다.\n우선 글을 쓰기에 앞서 저는 어떤 종교와도 관련이 없음을 밝힙니다.\n저는 가평에서 태어나 초중고 모두 가평에서 나와 30년 넘게 살고 있는 평범한 직장인이자 가평군민 입니다.\n본론으로 들어가 청평에 신천지, 청평면 상천에 에덴, 설악면에 통일교 까지 가평군 전체가 이단의 성지가 돼가고 있습니다.\n이 조그만 땅 덩어리에 인구 몇 안되는 동네에 힘이 없고 돈이 없는 시골 촌동네라서 그런가요?\n신천지 궁금해서 여기저기 뒤져 봤습니다. 어린 학생들 성경 공부 하자는 말로 유혹해서 세뇌 시키고 집에도 안들어가고 요즘에는 대학교 캠퍼스에도 많이 퍼져 있는것 같습니다.\n제일 걱정 되는것은 지역 어린이와 청소년들 입니다.\n청평에는 초등학교, 중학교, 고등학교가 하나씩 있습니다.\n이런 어린이들과 청소년들이 자아를 찾아야 할 시기에 이상한 종교에 빠져서 나오지 못하고 가정이 파탄나고 그 지역이 망가질 것이 뻔합니다. 지금 쓰고 있는 이 청원글이 늦었을수도 있습니다. 한달 동안 20만명이 서명을 해야 합니다. 어려운 일이라는걸 잘 압니다. 가평 군민이 모두 서명을 한다해도 6만이 좀 넘습니다. 하지만 저의 이 작은 외침이 나비효과처럼 나비의 작은 날개짓을 시작으로 모든 가평군민 더 나아가 경기도민을 비롯한 대한민국 국민들 한명 한명에게 까지 전해질것을 믿습니다. 저의 긴글을 읽어 주셔서 대단히 감사드리며 다시 한번 절대 가평군에는 이제 더이상 사이비 종교가 들어오면 안될것입니다."
164302,2018-04-17,2018-05-17,21638,정치개혁,국회의원 무노동 무임금 관철하라?,일반 국민들은 무노동 무임금 지대에 있지만 딴 세상에서 사는 이들도 있다. '국민의 상전' 노릇이나 하는 국회의원들이다. 여야 간 정쟁으로 국회가 몇달간 공전되도 매달 수천만원의 세비 등을 꼬박꼬박 타가기 때문이다.\n지금도 마찬가지다 자유한국당은 김기식 전 원장건과 두루킹 문제를 쟁점 삼아 산적해 있는 일거리를 마다하고 대여 투쟁을 위해 장외로만 나가고 있다.\n따라서 이같은 비생산적인 국회'를 없애기 위해서라도 국회의원의 무노동 무임금 원칙을 세우는데 협력할 것을 우리 다 같이 촉구해야 한다.
165780,2018-04-18,2018-05-18,15634,문화/예술/체육/언론,"대한민국 IT 적폐, 네이버 압수수색 및 특검을 청원드립니다.","전세계 유례를 찾아보기 힘든 기형적 시스템 운영방식으로 오랜기간 대한민국 IT산업을 독점하여\n경제, 사회, 언론, 산업, 정치 전방위에 걸쳐 대한민국의 발전을 저해하고 국민들에게 피해를 입히고 있는 적폐 기업 '네이버'가 운영중인 온라인 포털 사이트에서 '네이버 파워블로거 정부 비방 댓글 매크로 공작 사건'이 벌어졌습니다.\n정상적으로 운영되는 포털 시스템 환경이라면 댓글 매크로 공작은 드루킹이라는 개인 또는 몇몇 관련자들의 능력만으로 도저히 벌어질 수 없는 일이며, 독과점과 기업 영리를 위해 기형적 시스템 운영방식을 취하고 있는 네이버의 책임이 무겁다고 많은 IT관련자들이 공감하고 있습니다.\n또한, 수개월에 걸쳐 이루어져온 댓글 매크로 공작은 이번에 구속된 드루킹 일당 뿐만 아니라 더 많은 댓글 매크로 범죄 조직이 있을 확률이 높으며, 그밖에도 온갖 허위사실과 유언비어의 근거지인 네이버의 조속한 압수수색 및 특검이 절실한 상황입니다.\n하루속히 네이버를 압수수색하여 이 시간에도 버젓이 활개치고 있는 댓글 매크로 범죄 조직들을 일망타진하고, 특검을 통해 그동안 네이버가 기형적 시스템 운영방식으로 대한민국 IT산업 발전을 저해해온 부분들을 소상히 밝혀내어 건전하고 공정한 IT산업 환경을 만들고 대한민국의 발전을 이룩해야 합니다.\n* 네이버의 기형적 운영방식으로 빚어져온 대표적 폐단은 다음과 같습니다.\n1. 가짜뉴스의 확산\n2. 네이버 파워블로거 양산 -> 허위, 과장 광고 범람의 온상\n3. 네이버 광고 -> 검색 순위 상단 노출의 불공정성을 이용한 사기업체들의 극성\n4. 네이버 검색 기능의 불공정성\n기타 여러가지 불공정한 방식들로 온라인 상의 여론과 산업 환경을 왜곡시키고 있는 네이버에 대한 특검을 촉구합니다."
